network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
1.10.0.0/21,1809935,1814991,,0,0,,23.1167,113.2500,50
1.10.8.0/23,1811017,1814991,,0,0,,24.4798,118.0819,50
1.10.10.0/24,2077456,2077456,,0,0,,-33.4940,143.2104,1000
1.10.11.0/24,1811017,1814991,,0,0,,24.4798,118.0819,50
1.10.12.0/22,1811017,1814991,,0,0,,24.4798,118.0819,50
1.10.16.0/20,1809935,1814991,,0,0,,23.1167,113.2500,50
1.10.32.0/19,1809935,1814991,,0,0,,23.1167,113.2500,50
1.10.64.0/18,1809935,1814991,,0,0,,23.1167,113.2500,50
1.10.128.0/22,1609350,1605651,,0,0,10510,13.8167,100.7500,20
1.10.132.0/23,1606418,1605651,,0,0,18120,14.7167,100.8000,500
1.10.134.0/24,1610622,1605651,,0,0,80170,8.0333,100.3000,500
1.10.135.0/24,1606418,1605651,,0,0,18120,14.7167,100.8000,500
1.10.136.0/23,1620913,1605651,,0,0,10260,13.6833,100.5833,500
1.10.138.0/23,1150515,1605651,,0,0,84000,9.1308,99.3628,500
1.10.140.0/22,1150515,1605651,,0,0,84000,9.1308,99.3628,500
1.10.144.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.146.0/23,1608133,1605651,,0,0,11120,13.9181,100.4974,20
1.10.148.0/22,1608133,1605651,,0,0,11120,13.9181,100.4974,500
1.10.152.0/23,1607532,1605651,,0,0,13120,14.3517,100.5774,50
1.10.154.0/23,1611231,1605651,,0,0,80180,7.9667,100.0000,100
1.10.156.0/22,1608133,1605651,,0,0,11120,13.9181,100.4974,20
1.10.160.0/21,1150515,1605651,,0,0,84000,9.1308,99.3628,500
1.10.168.0/21,1150515,1605651,,0,0,84150,9.1401,99.3331,100
1.10.176.0/22,1609032,1605651,,0,0,15000,14.8000,100.6167,20
1.10.180.0/22,1610571,1605651,,0,0,16110,15.0000,100.3333,50
1.10.184.0/24,1605549,1605651,,0,0,12110,14.0211,100.7343,50
1.10.185.0/24,1609350,1605651,,0,0,10110,13.7086,100.4553,50
1.10.186.0/23,1605549,1605651,,0,0,12110,14.0211,100.7343,50
1.10.188.0/22,1150533,1605651,,0,0,64000,17.1772,99.8064,100
1.10.192.0/21,1609350,1605651,,0,0,10240,13.7663,100.6503,20
1.10.200.0/23,1609350,1605651,,0,0,10510,13.8167,100.7500,20
1.10.202.0/24,1153269,1605651,,0,0,77110,12.5667,99.9667,200
1.10.203.0/24,1153081,1605651,,0,0,71120,13.9000,99.7667,100
1.10.204.0/22,1609032,1605651,,0,0,15150,14.8167,100.5167,50
1.10.208.0/24,1609345,1605651,,0,0,46110,16.5333,104.0667,200
1.10.209.0/24,8535755,1605651,,0,0,,17.3562,102.8026,100
1.10.210.0/23,1604769,1605651,,0,0,35120,15.6633,104.3067,500
1.10.212.0/23,1620954,1605651,,0,0,20000,13.3396,100.9296,50
1.10.214.0/23,1152473,1605651,,0,0,52190,18.3264,99.3478,200
1.10.216.0/22,1607552,1605651,,0,0,54000,18.1500,100.1333,100
1.10.220.0/23,1152633,1605651,,0,0,81120,8.0667,99.3000,100
1.10.222.0/24,1606147,1605651,,0,0,90000,7.0167,100.6619,500
1.10.223.0/24,1604710,1605651,,0,0,96170,6.6167,101.6500,1000
1.10.224.0/23,1151063,1605651,,0,0,77120,12.3833,99.9167,100
1.10.226.0/23,1608534,1605651,,0,0,73000,13.8667,100.1917,20
1.10.228.0/23,1153081,1605651,,0,0,71110,13.9667,99.6333,200
1.10.230.0/23,1606588,1605651,,0,0,74000,13.5333,100.2833,200
1.10.232.0/21,1153807,1605651,,0,0,76120,12.8000,99.9667,50
1.10.240.0/22,1618701,1605651,,0,0,,14.5667,100.9500,20
1.10.244.0/23,1609350,1605651,,0,0,10110,13.7086,100.4553,20
1.10.246.0/23,1607737,1605651,,0,0,67240,16.3333,100.8000,100
1.10.248.0/22,1609350,1605651,,0,0,10400,13.7618,100.5324,200
1.10.252.0/24,1611580,1605651,,0,0,44130,16.0333,103.1167,200
1.10.253.0/24,1609350,1605651,,0,0,10400,13.7618,100.5324,200
1.10.254.0/23,1609350,1605651,,0,0,10400,13.7618,100.5324,200
1.11.0.0/21,1843564,1835841,,0,0,21539,37.4562,126.7288,5
1.11.8.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.16.0/20,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.32.0/19,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.64.0/21,8349533,1835841,,0,0,08070,37.5177,126.8479,200
1.11.72.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.11.80.0/20,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.96.0/21,1844174,1835841,,0,0,32214,36.5671,126.6263,20
1.11.104.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.112.0/21,1834885,1835841,,0,0,31763,36.9167,126.6667,100
1.11.120.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.128.0/20,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.144.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.152.0/22,1842936,1835841,,0,0,10108,37.6175,126.7195,10
1.11.156.0/22,1838716,1835841,,0,0,14554,37.4988,126.7827,5
1.11.160.0/21,1838716,1835841,,0,0,14554,37.4988,126.7827,5
1.11.168.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.176.0/21,1842936,1835841,,0,0,10108,37.6175,126.7195,20
1.11.184.0/21,1842936,1835841,,0,0,10108,37.6175,126.7195,1
1.11.192.0/21,1838716,1835841,,0,0,14554,37.4988,126.7827,20
1.11.200.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.208.0/20,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.224.0/21,1842936,1835841,,0,0,10108,37.6175,126.7195,10
1.11.232.0/21,1842936,1835841,,0,0,10034,37.6742,126.6220,10
1.11.240.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.248.0/21,1842936,1835841,,0,0,10108,37.6175,126.7195,1000
1.12.0.0/14,1816670,1814991,,0,0,,39.9288,116.3889,50
1.16.0.0/14,1835841,1835841,,0,0,,37.5112,126.9741,200
1.20.0.0/22,1620913,1605651,,0,0,10260,13.6833,100.5833,100
1.20.4.0/23,1620913,1605651,,0,0,10260,13.6833,100.5833,100
1.20.6.0/23,1611110,1605651,,0,0,20000,13.3622,100.9835,100
1.20.8.0/21,1611110,1605651,,0,0,20000,13.3622,100.9835,1
1.20.16.0/20,1611110,1605651,,0,0,20000,13.3622,100.9835,1
1.20.32.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.40.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.44.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.46.0/24,1611110,1605651,,0,0,20000,13.3622,100.9835,1
1.20.47.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.48.0/23,1611110,1605651,,0,0,20000,13.3622,100.9835,1
1.20.50.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.52.0/22,1611110,1605651,,0,0,20000,13.3622,100.9835,1
1.20.56.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.64.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.72.0/21,1619415,1605651,,0,0,73130,14.0167,100.1667,50
1.20.80.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.84.0/22,1608900,1605651,,0,0,44000,15.9550,103.1867,100
1.20.88.0/24,1608529,1605651,,0,0,30370,15.0000,102.3167,200
1.20.89.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.90.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.92.0/23,1607983,1605651,,0,0,12000,14.0435,100.6421,20
1.20.94.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.96.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.104.0/22,1609350,1605651,,0,0,10520,13.7167,100.7833,100
1.20.108.0/22,1152468,1605651,,0,0,51000,18.5811,99.0092,200
1.20.112.0/20,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.128.0/21,1609350,1605651,,0,0,10310,13.7877,100.5068,50
1.20.136.0/21,1608133,1605651,,0,0,11130,13.8000,100.4833,500
1.20.144.0/21,1151254,1605651,,0,0,83120,7.9167,98.3500,200
1.20.152.0/22,1607978,1605651,,0,0,94180,6.6819,101.2714,1
1.20.156.0/22,1609032,1605651,,0,0,15000,14.8000,100.6167,200
1.20.160.0/22,1609350,1605651,,0,0,10160,13.7159,100.4170,200
1.20.164.0/22,1607978,1605651,,0,0,94170,6.8453,101.1881,500
1.20.168.0/24,1605239,1605651,,0,0,41000,17.4157,102.7859,500
1.20.169.0/24,1607017,1605651,,0,0,21000,12.6667,101.2833,500
1.20.170.0/23,1605239,1605651,,0,0,41000,17.4157,102.7859,500
1.20.172.0/22,1610445,1605651,,0,0,73140,13.8667,100.1917,100
1.20.176.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.184.0/23,1609350,1605651,,0,0,10140,13.6855,100.5003,500
1.20.186.0/23,1609350,1605651,,0,0,10700,13.7510,100.4873,500
1.20.188.0/23,1153671,1605651,,0,0,50180,18.9122,98.9397,500
1.20.190.0/23,1609350,1605651,,0,0,10700,13.7510,100.4873,500
1.20.192.0/23,1158432,1605651,,0,0,75110,13.4167,99.9500,100
1.20.194.0/24,1607017,1605651,,0,0,21000,12.6667,101.2833,100
1.20.195.0/24,1607725,1605651,,0,0,66000,16.4333,100.3667,100
1.20.196.0/22,1617580,1605651,,0,0,,14.7333,100.6833,500
1.20.200.0/21,1620254,1605651,,0,0,21130,12.7167,101.0667,200
1.20.208.0/21,1153671,1605651,,0,0,50250,18.8503,98.7328,200
1.20.216.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.224.0/22,1609350,1605651,,0,0,10200,13.7594,100.4889,100
1.20.228.0/22,1606147,1605651,,0,0,90000,7.0167,100.6619,100
1.20.232.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.20.240.0/21,1606588,1605651,,0,0,74000,13.5333,100.2833,50
1.20.248.0/22,1609350,1605651,,0,0,10400,13.7618,100.5324,10
1.20.252.0/22,1609350,1605651,,0,0,10520,13.7167,100.7833,50
1.21.0.0/21,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.8.0/22,1862415,1861060,,0,0,734-0001,34.3779,132.4763,500
1.21.12.0/23,1862415,1861060,,0,0,734-0001,34.3779,132.4763,500
1.21.14.0/24,6822159,1861060,,0,0,356-0022,35.8769,139.5288,500
1.21.15.0/24,1862415,1861060,,0,0,734-0001,34.3779,132.4763,500
1.21.16.0/20,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.32.0/19,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.64.0/19,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.96.0/23,1863209,1861060,,0,0,475-0957,34.8833,136.9333,10
1.21.98.0/23,1859779,1861060,,0,0,124-0001,35.7535,139.8216,10
1.21.100.0/23,1852083,1861060,,0,0,160-0022,35.6929,139.7087,500
1.21.102.0/24,1852083,1861060,,0,0,160-0022,35.6929,139.7087,500
1.21.103.0/26,1852083,1861060,,0,0,160-0022,35.6929,139.7087,500
1.21.103.64/27,1862627,1861060,,0,0,670-0836,34.8999,134.8473,500
1.21.103.96/27,1852083,1861060,,0,0,160-0022,35.6929,139.7087,500
1.21.103.128/25,1852083,1861060,,0,0,160-0022,35.6929,139.7087,500
1.21.104.0/23,1852083,1861060,,0,0,160-0021,35.6938,139.7036,50
1.21.106.0/24,1852083,1861060,,0,0,160-0021,35.6938,139.7036,50
1.21.107.0/25,1860672,1861060,,0,0,248-0013,35.3089,139.5513,50
1.21.107.128/25,1852083,1861060,,0,0,160-0021,35.6938,139.7036,50
1.21.108.0/23,1860825,1861060,,0,0,891-0516,31.5930,130.9930,500
1.21.110.0/23,1859924,1861060,,0,0,277-0803,35.9149,139.9553,20
1.21.112.0/23,1854488,1861060,,0,0,140-0014,35.5990,139.7298,50
1.21.114.0/24,1849862,1861060,,0,0,497-0001,35.0625,137.0089,50
1.21.115.0/25,1863967,1861060,,0,0,811-1215,33.5642,130.4490,50
1.21.115.128/25,1854488,1861060,,0,0,140-0014,35.5990,139.7298,50
1.21.116.0/23,1854488,1861060,,0,0,140-0014,35.5990,139.7298,50
1.21.118.0/25,6940394,1861060,,0,0,330-0073,35.8725,139.6516,50
1.21.118.128/25,1854488,1861060,,0,0,140-0014,35.5990,139.7298,50
1.21.119.0/24,1854488,1861060,,0,0,140-0014,35.5990,139.7298,50
1.21.120.0/21,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.128.0/24,6822129,1861060,,0,0,206-0023,35.6397,139.4522,200
1.21.129.0/24,1850147,1861060,,0,0,103-0012,35.6882,139.7802,50
1.21.130.0/23,6822159,1861060,,0,0,356-0056,35.8556,139.5207,50
1.21.132.0/23,1850147,1861060,,0,0,102-0082,35.6882,139.7532,20
1.21.134.0/24,1851717,1861060,,0,0,422-8057,35.1983,138.3120,500
1.21.135.0/24,1853909,1861060,,0,0,543-0018,34.6316,135.5146,100
1.21.136.0/23,1850147,1861060,,0,0,103-0004,35.6924,139.7855,200
1.21.138.0/24,1863431,1861060,,0,0,257-0001,35.3841,139.2783,50
1.21.139.0/24,1850147,1861060,,0,0,104-0045,35.6649,139.7700,200
1.21.140.0/24,10865123,1861060,,0,0,143-0024,35.5778,139.7168,10
1.21.141.0/24,11611632,1861060,,0,0,183-0056,35.6705,139.4832,20
1.21.142.0/25,1864242,1861060,,0,0,132-0025,35.6924,139.8757,50
1.21.142.128/25,1848354,1861060,,0,0,231-0026,35.4603,139.5774,50
1.21.143.0/24,1864242,1861060,,0,0,132-0025,35.6924,139.8757,50
1.21.144.0/24,1852582,1861060,,0,0,150-0002,35.6624,139.7036,100
1.21.145.0/24,1860034,1861060,,0,0,448-0852,35.0833,136.8833,50
1.21.146.0/23,1863967,1861060,,0,0,810-0024,33.5781,130.3875,500
1.21.148.0/22,1865750,1861060,,0,0,120-0044,35.7464,139.7913,50
1.21.152.0/21,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.160.0/21,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.168.0/22,1850147,1861060,,0,0,102-0082,35.6882,139.7532,10
1.21.172.0/24,1850147,1861060,,0,0,102-0082,35.6882,139.7532,10
1.21.173.0/24,1850147,1861060,,0,0,104-0041,35.6725,139.7737,5
1.21.174.0/23,1852140,1861060,,0,0,141-0033,35.6137,139.7271,10
1.21.176.0/20,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.192.0/21,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.200.0/23,1849845,1861060,,0,0,463-0000,34.8167,137.4000,200
1.21.202.0/25,1848354,1861060,,0,0,231-0013,35.4393,139.6061,200
1.21.202.128/25,11776842,1861060,,0,0,221-0045,35.4717,139.6338,200
1.21.203.0/24,1849845,1861060,,0,0,463-0000,34.8167,137.4000,200
1.21.204.0/22,1849845,1861060,,0,0,463-0000,34.8167,137.4000,200
1.21.208.0/20,1861060,1861060,,0,0,,35.6900,139.6900,500
1.21.224.0/19,1861060,1861060,,0,0,,35.6900,139.6900,500
1.22.0.0/21,1278994,1269750,,0,0,211003,25.4448,81.8432,100
1.22.8.0/22,1275339,1269750,,0,0,400070,19.0728,72.8826,500
1.22.12.0/23,1279233,1269750,,0,0,382350,23.0258,72.5873,500
1.22.14.0/23,1275339,1269750,,0,0,400070,19.0728,72.8826,500
1.22.16.0/21,1253102,1269750,,0,0,530009,17.6801,83.2016,200
1.22.24.0/22,1275339,1269750,,0,0,400701,19.0368,73.0158,500
1.22.28.0/23,1273294,1269750,,0,0,110054,28.6504,77.2372,500
1.22.30.0/23,1275339,1269750,,0,0,400701,19.0368,73.0158,500
1.22.32.0/22,1261481,1269750,,0,0,110001,28.6358,77.2245,1
1.22.36.0/22,1271951,1269750,,0,0,121003,28.4112,77.3132,20
1.22.40.0/23,1253405,1269750,,0,0,221010,25.3167,83.0104,200
1.22.42.0/24,1275339,1269750,,0,0,400706,19.0368,73.0158,10
1.22.43.0/24,1277976,1269750,,0,0,421503,19.1552,73.2655,20
1.22.44.0/23,1275339,1269750,,0,0,400070,19.0728,72.8826,1000
1.22.46.0/23,1264527,1269750,,0,0,600081,13.0878,80.2785,500
1.22.48.0/23,1277333,1269750,,0,0,560002,12.9719,77.5937,500
1.22.50.0/24,1253133,1269750,,0,0,401303,19.4559,72.8114,50
1.22.51.0/24,1275339,1269750,,0,0,400070,19.0728,72.8826,100
1.22.52.0/23,1275339,1269750,,0,0,400072,19.0728,72.8826,1
1.22.54.0/23,1255364,1269750,,0,0,395007,21.1959,72.8302,1
1.22.56.0/21,1267995,1269750,,0,0,208024,26.4652,80.3498,20
1.22.64.0/22,1262180,1269750,,0,0,440010,21.1463,79.0849,100
1.22.68.0/22,1277333,1269750,,0,0,560002,12.9719,77.5937,10
1.22.72.0/23,1264733,1269750,,0,0,226016,26.8393,80.9231,1
1.22.74.0/23,1277333,1269750,,0,0,560002,12.9719,77.5937,200
1.22.76.0/24,1253405,1269750,,0,0,221010,25.3167,83.0104,1000
1.22.77.0/25,1253405,1269750,,0,0,221010,25.3167,83.0104,1000
1.22.77.128/26,1253405,1269750,,0,0,221106,25.3167,83.0104,1000
1.22.77.192/26,1253405,1269750,,0,0,221010,25.3167,83.0104,1000
1.22.78.0/23,1253405,1269750,,0,0,221010,25.3167,83.0104,1000
1.22.80.0/21,1253573,1269750,,0,0,390008,22.2994,73.2081,1000
1.22.88.0/22,1261481,1269750,,0,0,110001,28.6358,77.2245,1
1.22.92.0/22,1255364,1269750,,0,0,395007,21.1959,72.8302,1
1.22.96.0/23,1258847,1269750,,0,0,360004,22.2916,70.7932,500
1.22.98.0/23,1275339,1269750,,0,0,400070,19.0728,72.8826,500
1.22.100.0/24,1259229,1269750,,0,0,411005,18.5196,73.8554,500
1.22.101.0/24,1275339,1269750,,0,0,400070,19.0728,72.8826,500
1.22.102.0/24,1261669,1269750,,0,0,743439,23.4067,88.3686,500
1.22.103.0/24,1277333,1269750,,0,0,560002,12.9719,77.5937,500
1.22.104.0/22,1261481,1269750,,0,0,110001,28.6358,77.2245,20
1.22.108.0/24,1275339,1269750,,0,0,400070,19.0728,72.8826,50
1.22.109.0/25,1255716,1269750,,0,0,401203,19.4158,72.8008,50
1.22.109.128/25,1275339,1269750,,0,0,400070,19.0728,72.8826,1
1.22.110.0/23,1279233,1269750,,0,0,380008,23.0258,72.5873,1
1.22.112.0/23,1275841,1269750,,0,0,464993,23.2547,77.4029,1
1.22.114.0/23,1275339,1269750,,0,0,400701,19.0368,73.0158,20
1.22.116.0/24,6619348,1269750,,0,0,401107,19.2836,72.8675,20
1.22.117.0/24,1269843,1269750,,0,0,500001,17.3846,78.4574,1000
1.22.118.0/23,1269743,1269750,,0,0,452002,22.7179,75.8333,1
1.22.120.0/21,1267995,1269750,,0,0,208006,26.4652,80.3498,200
1.22.128.0/24,1273294,1269750,,0,0,110054,28.6504,77.2372,1000
1.22.129.0/24,1267708,1269750,,0,0,132001,29.6920,76.9845,1000
1.22.130.0/23,1273294,1269750,,0,0,110054,28.6504,77.2372,1000
1.22.132.0/22,1267995,1269750,,0,0,208019,26.4652,80.3498,200
1.22.136.0/22,1273865,1269750,,0,0,641014,11.0055,76.9661,1000
1.22.140.0/22,1279233,1269750,,0,0,380001,23.0258,72.5873,20
1.22.144.0/23,1277333,1269750,,0,0,560002,12.9719,77.5937,10
1.22.146.0/25,6692792,1269750,,0,0,560054,13.0323,77.5609,10
1.22.146.128/25,1277333,1269750,,0,0,560002,12.9719,77.5937,10
1.22.147.0/24,1277333,1269750,,0,0,560002,12.9719,77.5937,10
1.22.148.0/22,1277333,1269750,,0,0,560002,12.9719,77.5937,10
1.22.152.0/23,1261481,1269750,,0,0,110001,28.6358,77.2245,20
1.22.154.0/23,1264733,1269750,,0,0,226004,26.8393,80.9231,20
1.22.156.0/22,1261481,1269750,,0,0,110001,28.6358,77.2245,20
1.22.160.0/22,1273294,1269750,,0,0,110054,28.6504,77.2372,20
1.22.164.0/23,1273294,1269750,,0,0,110054,28.6504,77.2372,20
1.22.166.0/24,1273294,1269750,,0,0,110054,28.6504,77.2372,20
1.22.167.0/24,1271308,1269750,,0,0,201012,28.6654,77.4391,20
1.22.168.0/22,1261481,1269750,,0,0,110001,28.6358,77.2245,1
1.22.172.0/23,1264527,1269750,,0,0,600042,13.0878,80.2785,1
1.22.174.0/23,1261481,1269750,,0,0,110001,28.6358,77.2245,20
1.22.176.0/22,1259229,1269750,,0,0,411033,18.5196,73.8554,100
1.22.180.0/23,1259229,1269750,,0,0,411033,18.5196,73.8554,100
1.22.182.0/24,1262180,1269750,,0,0,440003,21.1463,79.0849,100
1.22.183.0/24,1259229,1269750,,0,0,411033,18.5196,73.8554,100
1.22.184.0/21,1264733,1269750,,0,0,226005,26.8393,80.9231,100
1.22.192.0/21,1279259,1269750,,0,0,282007,27.1833,78.0167,10
1.22.200.0/21,1269515,1269750,,0,0,302012,26.9196,75.7878,50
1.22.208.0/22,1269633,1269750,,0,0,482002,23.1670,79.9501,1
1.22.212.0/22,1261481,1269750,,0,0,110001,28.6358,77.2245,20
1.22.216.0/24,10265285,1269750,,0,0,201309,28.6302,77.3918,20
1.22.217.0/25,1270642,1269750,,0,0,122017,28.4601,77.0263,20
1.22.217.128/25,1271308,1269750,,0,0,201012,28.6654,77.4391,20
1.22.218.0/24,6954929,1269750,,0,0,201311,28.4962,77.5360,20
1.22.219.0/25,1261481,1269750,,0,0,110001,28.6358,77.2245,20
1.22.219.128/25,1261481,1269750,,0,0,110055,28.6358,77.2245,20
1.22.220.0/22,1261481,1269750,,0,0,110055,28.6358,77.2245,20
1.22.224.0/22,1259229,1269750,,0,0,411001,18.5196,73.8554,1000
1.22.228.0/24,1275339,1269750,,0,0,400070,19.0728,72.8826,1000
1.22.229.0/24,1259229,1269750,,0,0,411001,18.5196,73.8554,1000
1.22.230.0/24,1277333,1269750,,0,0,560002,12.9719,77.5937,1000
1.22.231.0/24,1259229,1269750,,0,0,411001,18.5196,73.8554,1000
1.22.232.0/21,1255364,1269750,,0,0,394210,21.1959,72.8302,200
1.22.240.0/22,1278994,1269750,,0,0,211002,25.4448,81.8432,1
1.22.244.0/24,6954929,1269750,,0,0,201310,28.4962,77.5360,50
1.22.245.0/24,1273294,1269750,,0,0,110054,28.6504,77.2372,20
1.22.246.0/23,1261481,1269750,,0,0,110001,28.6358,77.2245,20
1.22.248.0/23,1258980,1269750,,0,0,492013,21.2333,81.6333,500
1.22.250.0/23,1263214,1269750,,0,0,250002,28.9800,77.7064,500
1.22.252.0/22,1258980,1269750,,0,0,492013,21.2333,81.6333,500
1.23.0.0/24,1263214,1269750,,0,0,250002,28.9800,77.7064,1000
1.23.1.0/24,1263214,1269750,,0,0,250001,28.9800,77.7064,1000
1.23.2.0/23,1263214,1269750,,0,0,250001,28.9800,77.7064,1000
1.23.4.0/23,1269515,1269750,,0,0,302012,26.9196,75.7878,1
1.23.6.0/23,1269843,1269750,,0,0,500001,17.3846,78.4574,1
1.23.8.0/21,1277333,1269750,,0,0,560002,12.9719,77.5937,50
1.23.16.0/21,1264527,1269750,,0,0,600012,13.0878,80.2785,50
1.23.24.0/22,1264527,1269750,,0,0,600001,13.0878,80.2785,1
1.23.28.0/23,1262180,1269750,,0,0,440030,21.1463,79.0849,1
1.23.30.0/23,1258847,1269750,,0,0,360004,22.2916,70.7932,1000
1.23.32.0/23,1279259,1269750,,0,0,282007,27.1833,78.0167,500
1.23.34.0/24,1279259,1269750,,0,0,282007,27.1833,78.0167,500
1.23.35.0/24,1253573,1269750,,0,0,390001,22.2994,73.2081,500
1.23.36.0/22,1269843,1269750,,0,0,500001,17.3846,78.4574,20
1.23.40.0/22,1270642,1269750,,0,0,122017,28.4601,77.0263,20
1.23.44.0/24,1275339,1269750,,0,0,400706,19.0368,73.0158,20
1.23.45.0/25,1254661,1269750,,0,0,400610,19.1970,72.9635,20
1.23.45.128/25,1277976,1269750,,0,0,421503,19.1552,73.2655,20
1.23.46.0/25,1275339,1269750,,0,0,400706,19.0368,73.0158,20
1.23.46.128/25,1254661,1269750,,0,0,400604,19.1970,72.9635,20
1.23.47.0/24,1259229,1269750,,0,0,411001,18.5196,73.8554,200
1.23.48.0/24,1259229,1269750,,0,0,411005,18.5196,73.8554,5
1.23.49.0/24,7279746,1269750,,0,0,110091,28.5800,77.3300,1
1.23.50.0/23,1270642,1269750,,0,0,122001,28.4601,77.0263,100
1.23.52.0/24,1271951,1269750,,0,0,121003,28.4112,77.3132,20
1.23.53.0/25,1261481,1269750,,0,0,110001,28.6358,77.2245,20
1.23.53.128/25,1271951,1269750,,0,0,121003,28.4112,77.3132,20
1.23.54.0/23,1271951,1269750,,0,0,121003,28.4112,77.3132,20
1.23.56.0/24,6954929,1269750,,0,0,201311,28.4962,77.5360,200
1.23.57.0/24,1275339,1269750,,0,0,400070,19.0728,72.8826,200
1.23.58.0/23,1275339,1269750,,0,0,400070,19.0728,72.8826,200
1.23.60.0/23,7279746,1269750,,0,0,110091,28.5800,77.3300,10
1.23.62.0/23,1277333,1269750,,0,0,560002,12.9719,77.5937,1
1.23.64.0/21,1275339,1269750,,0,0,400070,19.0728,72.8826,1000
1.23.72.0/23,1264527,1269750,,0,0,600042,13.0878,80.2785,100
1.23.74.0/24,1264527,1269750,,0,0,600042,13.0878,80.2785,100
1.23.75.0/26,11446255,1269750,,0,0,603111,12.2586,79.8839,100
1.23.75.64/26,1264527,1269750,,0,0,600001,13.0878,80.2785,100
1.23.75.128/25,1264527,1269750,,0,0,600107,13.0878,80.2785,100
1.23.76.0/23,1259229,1269750,,0,0,411001,18.5196,73.8554,5
1.23.78.0/25,1275339,1269750,,0,0,400703,19.0368,73.0158,10
1.23.78.128/25,7279753,1269750,,0,0,400017,19.0348,72.8929,20
1.23.79.0/25,1275339,1269750,,0,0,400078,19.0728,72.8826,10
1.23.79.128/25,1254661,1269750,,0,0,400608,19.1970,72.9635,20
1.23.80.0/22,1279233,1269750,,0,0,380001,23.0258,72.5873,1000
1.23.84.0/22,1275004,1269750,,0,0,700059,22.5626,88.3630,5
1.23.88.0/21,1275339,1269750,,0,0,400070,19.0728,72.8826,10
1.23.96.0/23,1273294,1269750,,0,0,110054,28.6504,77.2372,500
1.23.98.0/24,1273294,1269750,,0,0,110054,28.6504,77.2372,500
1.23.99.0/24,1258847,1269750,,0,0,360004,22.2916,70.7932,500
1.23.100.0/23,1271308,1269750,,0,0,201002,28.6654,77.4391,500
1.23.102.0/23,1273294,1269750,,0,0,110054,28.6504,77.2372,20
1.23.104.0/25,1261481,1269750,,0,0,110001,28.6358,77.2245,1
1.23.104.128/25,6954929,1269750,,0,0,201310,28.4962,77.5360,20
1.23.105.0/25,1273294,1269750,,0,0,110054,28.6504,77.2372,20
1.23.105.128/25,1271308,1269750,,0,0,201017,28.6654,77.4391,20
1.23.106.0/23,1271308,1269750,,0,0,201009,28.6654,77.4391,20
1.23.108.0/23,1270642,1269750,,0,0,122001,28.4601,77.0263,20
1.23.110.0/24,1270642,1269750,,0,0,122001,28.4601,77.0263,20
1.23.111.0/25,1273294,1269750,,0,0,110054,28.6504,77.2372,20
1.23.111.128/25,1270642,1269750,,0,0,122001,28.4601,77.0263,20
1.23.112.0/24,1261481,1269750,,0,0,110003,28.6358,77.2245,20
